0.358416185713199	"""Our obligation is to stay at his side,"" he said and applauded."	"""It is our duty to remain at his sides,"" he said, to applause."
0.821587127738924	Concerns over prolonged stalled growth in China have cut iron ore prices by roughly half, and at the same time, coal, copper and other commodities prices have fallen between 20% and 40%.	Concerns over prolonged stalled Chinese growth have slashed iron ore prices by roughly a half, as coal, copper and other commodities have fallen by 20 to 40 percent.
-0.0258880468867183	Customers arrive on the continent in the Kerkenna islands in small groups.	The customers come in small groups from the continent to Kerkennah Islands.
1.19062753610662	I went inside, and I came out.	I went in, and I came out.
0.98707095930549	And as a billionaire video game developer recently explained, money doesn't really get greater happiness.	And as a billionaire video-game creator explained recently, money really doesn't buy greater happiness.
-0.296993673328618	"Brisbane Broncos coach Wayne Bennett could barely conceal his references to the Storm after it won the North Queensland Cowboys on Saturday night screening of the Stanley Cup Finals. Bennett called the game of rugby league, ""window dressing"" and said that the two Queensland teams were ""very enthusiastic"" wrestling."	"Brisbane Broncos coach Wayne Bennett made a thinly veiled reference to the Storm after his side's qualifying final win over North Queensland Cowboys on Saturday night when he called that game a ""showcase"" of the rugby league and said the two Queensland weren't ""too big"" into wrestling."
0.864864184924446	"I do not believe that it would undermine the BBC at all."""	I don't think that would diminish the BBC at all.
-1.18772214518148	Tried to have.	We have tried.
0.19193422495096	Automotive Security Review Board (RB), the board also supports the industry's technological development and innovation, Intel's press release said.	The Automotive Security Review Board (ASRB) will also encourage technological progression and innovation, the announcement by Intel said.
-0.413274412213698	Health officials expect that the product contained methanol, a deadly material, or ethyl alcohol, which had been reported as an active ingredient.	Health officials surmised that the product contained methanol, a deadly agent, rather than ethyl alcohol, which was listed as the active ingredient.
-0.945153575693526	I guess David Cameron loraxin knows better than this?	Surely David Cameron knows The Lorax better than this?
-0.0476413441473618	The sanctions are political suicide from the EU, The Myshkin declared.	The sanctions are a political suicide for EU, declared Naryshkin.
0.420838918559724	The sanctions are political suicide from the EU, Naryshkin declared.	The sanctions are a political suicide for EU, declared Naryshkin.
0.38499960921367	"At the end of the increase cycle bonds yields will fall immediately, ""Deutsche Bank said."	"At the end of the hiking cycle bond yields fall immediately,"" Deutsche said."
-0.384696743229724	The Europeans have had a bitter experience how predatory Fleet Street Press is part of the EU, and how the press are sceptical about monarchy, which it is not in the Tony Benn inspired the 1975 referendum at a time when our membership started in 1973 as a confirmation of the ratio of the ratio.	The Europeans know to their cost how predatory Fleet Street can be and how EU-sceptic the oligarch press barons are, as they were not during the Tony Benn-inspired 1975 referendum which endorsed our 1973 entry by a ratio of 2:1.
0.0824478385155552	The opening ceremony of the Parliament was tarnished by opposition legislators also claims that they had been sent anonymous death threats, which they warned booing from Mr Mugabe during his speech.	The opening of parliament was also tarnished by claims by opposition legislators that they had received anonymous death threats warning them against booing Mr Mugabe during his address.
-0.961622285145952	"Mackay said that last week's kotivierailutapaamiset led him to realise that Wood could be ""the right one."""	"For her part, Mackay said last week's home visit dates made her realise Wood could be ""the one."""
